,Unnamed: 0,Bus_Route,Direction,Route_Direction,Departure_Terminal,Departure_Time,Arrival_Terminal,Arrival_Time,Distance_km,Runtime_mins,fare
2829,2929,302,Outbound,302Outbound,CBD,2023-08-05 21:42:00.000000,Kimironko,2023-08-05 22:23:11.500000,11.292203247694813,41.19166666666666,253
2830,2930,302,Outbound,302Outbound,CBD,2023-08-05 21:48:00.000000,Kimironko,2023-08-05 22:29:11.500000,11.292203247694813,41.19166666666666,253
2831,2931,302,Outbound,302Outbound,CBD,2023-08-05 21:54:00.000000,Kimironko,2023-08-05 22:35:11.500000,11.292203247694813,41.19166666666666,253
2832,2932,302,Outbound,302Outbound,CBD,2023-08-05 22:00:00.000000,Kimironko,2023-08-05 22:41:11.500000,11.292203247694813,41.19166666666666,253
2833,2933,302,Outbound,302Outbound,CBD,2023-08-05 22:06:00.000000,Kimironko,2023-08-05 22:47:11.500000,11.292203247694813,41.19166666666666,253
2834,2934,302,Outbound,302Outbound,CBD,2023-08-05 22:12:00.000000,Kimironko,2023-08-05 22:53:11.500000,11.292203247694813,41.19166666666666,253
2835,2935,302,Outbound,302Outbound,CBD,2023-08-05 22:18:00.000000,Kimironko,2023-08-05 22:59:11.500000,11.292203247694813,41.19166666666666,253
2836,2936,302,Outbound,302Outbound,CBD,2023-08-05 22:24:00.000000,Kimironko,2023-08-05 23:05:11.500000,11.292203247694813,41.19166666666666,253
2837,2937,302,Outbound,302Outbound,CBD,2023-08-05 22:30:00.000000,Kimironko,2023-08-05 23:11:11.500000,11.292203247694813,41.19166666666666,253
2838,2938,302,Outbound,302Outbound,CBD,2023-08-05 22:36:00.000000,Kimironko,2023-08-05 23:17:11.500000,11.292203247694813,41.19166666666666,253
2839,2939,302,Outbound,302Outbound,CBD,2023-08-05 22:42:00.000000,Kimironko,2023-08-05 23:23:11.500000,11.292203247694813,41.19166666666666,253
2840,2940,302,Outbound,302Outbound,CBD,2023-08-05 22:48:00.000000,Kimironko,2023-08-05 23:29:11.500000,11.292203247694813,41.19166666666666,253
2841,2941,302,Outbound,302Outbound,CBD,2023-08-05 22:54:00.000000,Kimironko,2023-08-05 23:35:11.500000,11.292203247694813,41.19166666666666,253
2842,2942,302,Outbound,302Outbound,CBD,2023-08-05 23:00:00.000000,Kimironko,2023-08-05 23:41:11.500000,11.292203247694813,41.19166666666666,253
2843,2952,302,Inbound,302Inbound,Kimironko,2023-08-05 06:00:00.000000,CBD,2023-08-05 06:38:24.500000,10.914855279650194,38.40833333333333,253
2844,2953,302,Inbound,302Inbound,Kimironko,2023-08-05 06:06:00.000000,CBD,2023-08-05 06:44:24.500000,10.914855279650194,38.40833333333333,253
2845,2954,302,Inbound,302Inbound,Kimironko,2023-08-05 06:12:00.000000,CBD,2023-08-05 06:50:24.500000,10.914855279650194,38.40833333333333,253
2846,2955,302,Inbound,302Inbound,Kimironko,2023-08-05 06:18:00.000000,CBD,2023-08-05 06:56:24.500000,10.914855279650194,38.40833333333333,253
2847,2956,302,Inbound,302Inbound,Kimironko,2023-08-05 06:24:00.000000,CBD,2023-08-05 07:02:24.500000,10.914855279650194,38.40833333333333,253
2848,2957,302,Inbound,302Inbound,Kimironko,2023-08-05 06:30:00.000000,CBD,2023-08-05 07:08:24.500000,10.914855279650194,38.40833333333333,253
2849,2958,302,Inbound,302Inbound,Kimironko,2023-08-05 06:36:00.000000,CBD,2023-08-05 07:14:24.500000,10.914855279650194,38.40833333333333,253
2850,2959,302,Inbound,302Inbound,Kimironko,2023-08-05 06:42:00.000000,CBD,2023-08-05 07:20:24.500000,10.914855279650194,38.40833333333333,253
2851,2960,302,Inbound,302Inbound,Kimironko,2023-08-05 06:48:00.000000,CBD,2023-08-05 07:26:24.500000,10.914855279650194,38.40833333333333,253
2852,2961,302,Inbound,302Inbound,Kimironko,2023-08-05 06:54:00.000000,CBD,2023-08-05 07:32:24.500000,10.914855279650194,38.40833333333333,253
2853,2962,302,Inbound,302Inbound,Kimironko,2023-08-05 07:00:00.000000,CBD,2023-08-05 07:38:24.500000,10.914855279650194,38.40833333333333,253
2854,2963,302,Inbound,302Inbound,Kimironko,2023-08-05 07:06:00.000000,CBD,2023-08-05 07:44:24.500000,10.914855279650194,38.40833333333333,253
2855,2964,302,Inbound,302Inbound,Kimironko,2023-08-05 07:12:00.000000,CBD,2023-08-05 07:50:24.500000,10.914855279650194,38.40833333333333,253
2856,2965,302,Inbound,302Inbound,Kimironko,2023-08-05 07:18:00.000000,CBD,2023-08-05 07:56:24.500000,10.914855279650194,38.40833333333333,253
2857,2966,302,Inbound,302Inbound,Kimironko,2023-08-05 07:24:00.000000,CBD,2023-08-05 08:02:24.500000,10.914855279650194,38.40833333333333,253
2858,2967,302,Inbound,302Inbound,Kimironko,2023-08-05 07:30:00.000000,CBD,2023-08-05 08:08:24.500000,10.914855279650194,38.40833333333333,253
2859,2968,302,Inbound,302Inbound,Kimironko,2023-08-05 07:36:00.000000,CBD,2023-08-05 08:14:24.500000,10.914855279650194,38.40833333333333,253
2860,2969,302,Inbound,302Inbound,Kimironko,2023-08-05 07:42:00.000000,CBD,2023-08-05 08:20:24.500000,10.914855279650194,38.40833333333333,253
2861,2970,302,Inbound,302Inbound,Kimironko,2023-08-05 07:48:00.000000,CBD,2023-08-05 08:26:24.500000,10.914855279650194,38.40833333333333,253
2862,2971,302,Inbound,302Inbound,Kimironko,2023-08-05 07:54:00.000000,CBD,2023-08-05 08:32:24.500000,10.914855279650194,38.40833333333333,253
2863,2972,302,Inbound,302Inbound,Kimironko,2023-08-05 08:00:00.000000,CBD,2023-08-05 08:38:24.500000,10.914855279650194,38.40833333333333,253
2864,2973,302,Inbound,302Inbound,Kimironko,2023-08-05 08:06:00.000000,CBD,2023-08-05 08:44:24.500000,10.914855279650194,38.40833333333333,253
2865,2974,302,Inbound,302Inbound,Kimironko,2023-08-05 08:12:00.000000,CBD,2023-08-05 08:50:24.500000,10.914855279650194,38.40833333333333,253
2866,2975,302,Inbound,302Inbound,Kimironko,2023-08-05 08:18:00.000000,CBD,2023-08-05 08:56:24.500000,10.914855279650194,38.40833333333333,253
2867,2976,302,Inbound,302Inbound,Kimironko,2023-08-05 08:24:00.000000,CBD,2023-08-05 09:02:24.500000,10.914855279650194,38.40833333333333,253
2868,2977,302,Inbound,302Inbound,Kimironko,2023-08-05 08:30:00.000000,CBD,2023-08-05 09:08:24.500000,10.914855279650194,38.40833333333333,253
2869,2978,302,Inbound,302Inbound,Kimironko,2023-08-05 08:36:00.000000,CBD,2023-08-05 09:14:24.500000,10.914855279650194,38.40833333333333,253
2870,2979,302,Inbound,302Inbound,Kimironko,2023-08-05 08:42:00.000000,CBD,2023-08-05 09:20:24.500000,10.914855279650194,38.40833333333333,253
2871,2980,302,Inbound,302Inbound,Kimironko,2023-08-05 08:48:00.000000,CBD,2023-08-05 09:26:24.500000,10.914855279650194,38.40833333333333,253
2872,2981,302,Inbound,302Inbound,Kimironko,2023-08-05 08:54:00.000000,CBD,2023-08-05 09:32:24.500000,10.914855279650194,38.40833333333333,253
2873,2982,302,Inbound,302Inbound,Kimironko,2023-08-05 09:00:00.000000,CBD,2023-08-05 09:38:24.500000,10.914855279650194,38.40833333333333,253
2874,2983,302,Inbound,302Inbound,Kimironko,2023-08-05 09:06:00.000000,CBD,2023-08-05 09:44:24.500000,10.914855279650194,38.40833333333333,253
2875,2984,302,Inbound,302Inbound,Kimironko,2023-08-05 09:12:00.000000,CBD,2023-08-05 09:50:24.500000,10.914855279650194,38.40833333333333,253
2876,2985,302,Inbound,302Inbound,Kimironko,2023-08-05 09:18:00.000000,CBD,2023-08-05 09:56:24.500000,10.914855279650194,38.40833333333333,253
2877,2986,302,Inbound,302Inbound,Kimironko,2023-08-05 09:24:00.000000,CBD,2023-08-05 10:02:24.500000,10.914855279650194,38.40833333333333,253
2878,2987,302,Inbound,302Inbound,Kimironko,2023-08-05 09:30:00.000000,CBD,2023-08-05 10:08:24.500000,10.914855279650194,38.40833333333333,253
2879,2988,302,Inbound,302Inbound,Kimironko,2023-08-05 09:36:00.000000,CBD,2023-08-05 10:14:24.500000,10.914855279650194,38.40833333333333,253
2880,2989,302,Inbound,302Inbound,Kimironko,2023-08-05 09:42:00.000000,CBD,2023-08-05 10:20:24.500000,10.914855279650194,38.40833333333333,253
2881,2990,302,Inbound,302Inbound,Kimironko,2023-08-05 09:48:00.000000,CBD,2023-08-05 10:26:24.500000,10.914855279650194,38.40833333333333,253
2882,2991,302,Inbound,302Inbound,Kimironko,2023-08-05 09:54:00.000000,CBD,2023-08-05 10:32:24.500000,10.914855279650194,38.40833333333333,253
2883,2992,302,Inbound,302Inbound,Kimironko,2023-08-05 10:00:00.000000,CBD,2023-08-05 10:38:24.500000,10.914855279650194,38.40833333333333,253
2884,2993,302,Inbound,302Inbound,Kimironko,2023-08-05 10:06:00.000000,CBD,2023-08-05 10:44:24.500000,10.914855279650194,38.40833333333333,253
2885,2994,302,Inbound,302Inbound,Kimironko,2023-08-05 10:12:00.000000,CBD,2023-08-05 10:50:24.500000,10.914855279650194,38.40833333333333,253
2886,2995,302,Inbound,302Inbound,Kimironko,2023-08-05 10:18:00.000000,CBD,2023-08-05 10:56:24.500000,10.914855279650194,38.40833333333333,253
2887,2996,302,Inbound,302Inbound,Kimironko,2023-08-05 10:24:00.000000,CBD,2023-08-05 11:02:24.500000,10.914855279650194,38.40833333333333,253
2888,2997,302,Inbound,302Inbound,Kimironko,2023-08-05 10:30:00.000000,CBD,2023-08-05 11:08:24.500000,10.914855279650194,38.40833333333333,253
2889,2998,302,Inbound,302Inbound,Kimironko,2023-08-05 10:36:00.000000,CBD,2023-08-05 11:14:24.500000,10.914855279650194,38.40833333333333,253
2890,2999,302,Inbound,302Inbound,Kimironko,2023-08-05 10:42:00.000000,CBD,2023-08-05 11:20:24.500000,10.914855279650194,38.40833333333333,253
2891,3000,302,Inbound,302Inbound,Kimironko,2023-08-05 10:48:00.000000,CBD,2023-08-05 11:26:24.500000,10.914855279650194,38.40833333333333,253
2892,3001,302,Inbound,302Inbound,Kimironko,2023-08-05 10:54:00.000000,CBD,2023-08-05 11:32:24.500000,10.914855279650194,38.40833333333333,253
2893,3002,302,Inbound,302Inbound,Kimironko,2023-08-05 11:00:00.000000,CBD,2023-08-05 11:38:24.500000,10.914855279650194,38.40833333333333,253
2894,3003,302,Inbound,302Inbound,Kimironko,2023-08-05 11:06:00.000000,CBD,2023-08-05 11:44:24.500000,10.914855279650194,38.40833333333333,253
2895,3004,302,Inbound,302Inbound,Kimironko,2023-08-05 11:12:00.000000,CBD,2023-08-05 11:50:24.500000,10.914855279650194,38.40833333333333,253
2896,3005,302,Inbound,302Inbound,Kimironko,2023-08-05 11:18:00.000000,CBD,2023-08-05 11:56:24.500000,10.914855279650194,38.40833333333333,253
2897,3006,302,Inbound,302Inbound,Kimironko,2023-08-05 11:24:00.000000,CBD,2023-08-05 12:02:24.500000,10.914855279650194,38.40833333333333,253
2898,3007,302,Inbound,302Inbound,Kimironko,2023-08-05 11:30:00.000000,CBD,2023-08-05 12:08:24.500000,10.914855279650194,38.40833333333333,253
2899,3008,302,Inbound,302Inbound,Kimironko,2023-08-05 11:36:00.000000,CBD,2023-08-05 12:14:24.500000,10.914855279650194,38.40833333333333,253
2900,3009,302,Inbound,302Inbound,Kimironko,2023-08-05 11:42:00.000000,CBD,2023-08-05 12:20:24.500000,10.914855279650194,38.40833333333333,253
2901,3010,302,Inbound,302Inbound,Kimironko,2023-08-05 11:48:00.000000,CBD,2023-08-05 12:26:24.500000,10.914855279650194,38.40833333333333,253
2902,3011,302,Inbound,302Inbound,Kimironko,2023-08-05 11:54:00.000000,CBD,2023-08-05 12:32:24.500000,10.914855279650194,38.40833333333333,253
2903,3012,302,Inbound,302Inbound,Kimironko,2023-08-05 12:00:00.000000,CBD,2023-08-05 12:38:24.500000,10.914855279650194,38.40833333333333,253
2904,3013,302,Inbound,302Inbound,Kimironko,2023-08-05 12:06:00.000000,CBD,2023-08-05 12:44:24.500000,10.914855279650194,38.40833333333333,253
2905,3014,302,Inbound,302Inbound,Kimironko,2023-08-05 12:12:00.000000,CBD,2023-08-05 12:50:24.500000,10.914855279650194,38.40833333333333,253
2906,3015,302,Inbound,302Inbound,Kimironko,2023-08-05 12:18:00.000000,CBD,2023-08-05 12:56:24.500000,10.914855279650194,38.40833333333333,253
2907,3016,302,Inbound,302Inbound,Kimironko,2023-08-05 12:24:00.000000,CBD,2023-08-05 13:02:24.500000,10.914855279650194,38.40833333333333,253
2908,3017,302,Inbound,302Inbound,Kimironko,2023-08-05 12:30:00.000000,CBD,2023-08-05 13:08:24.500000,10.914855279650194,38.40833333333333,253
2909,3018,302,Inbound,302Inbound,Kimironko,2023-08-05 12:36:00.000000,CBD,2023-08-05 13:14:24.500000,10.914855279650194,38.40833333333333,253
2910,3019,302,Inbound,302Inbound,Kimironko,2023-08-05 12:42:00.000000,CBD,2023-08-05 13:20:24.500000,10.914855279650194,38.40833333333333,253
2911,3020,302,Inbound,302Inbound,Kimironko,2023-08-05 12:48:00.000000,CBD,2023-08-05 13:26:24.500000,10.914855279650194,38.40833333333333,253
2912,3021,302,Inbound,302Inbound,Kimironko,2023-08-05 12:54:00.000000,CBD,2023-08-05 13:32:24.500000,10.914855279650194,38.40833333333333,253
2913,3022,302,Inbound,302Inbound,Kimironko,2023-08-05 13:00:00.000000,CBD,2023-08-05 13:38:24.500000,10.914855279650194,38.40833333333333,253
2914,3023,302,Inbound,302Inbound,Kimironko,2023-08-05 13:06:00.000000,CBD,2023-08-05 13:44:24.500000,10.914855279650194,38.40833333333333,253
2915,3024,302,Inbound,302Inbound,Kimironko,2023-08-05 13:12:00.000000,CBD,2023-08-05 13:50:24.500000,10.914855279650194,38.40833333333333,253
2916,3025,302,Inbound,302Inbound,Kimironko,2023-08-05 13:18:00.000000,CBD,2023-08-05 13:56:24.500000,10.914855279650194,38.40833333333333,253
2917,3026,302,Inbound,302Inbound,Kimironko,2023-08-05 13:24:00.000000,CBD,2023-08-05 14:02:24.500000,10.914855279650194,38.40833333333333,253
2918,3027,302,Inbound,302Inbound,Kimironko,2023-08-05 13:30:00.000000,CBD,2023-08-05 14:08:24.500000,10.914855279650194,38.40833333333333,253
2919,3028,302,Inbound,302Inbound,Kimironko,2023-08-05 13:36:00.000000,CBD,2023-08-05 14:14:24.500000,10.914855279650194,38.40833333333333,253
2920,3029,302,Inbound,302Inbound,Kimironko,2023-08-05 13:42:00.000000,CBD,2023-08-05 14:20:24.500000,10.914855279650194,38.40833333333333,253
2921,3030,302,Inbound,302Inbound,Kimironko,2023-08-05 13:48:00.000000,CBD,2023-08-05 14:26:24.500000,10.914855279650194,38.40833333333333,253
2922,3031,302,Inbound,302Inbound,Kimironko,2023-08-05 13:54:00.000000,CBD,2023-08-05 14:32:24.500000,10.914855279650194,38.40833333333333,253
2923,3032,302,Inbound,302Inbound,Kimironko,2023-08-05 14:00:00.000000,CBD,2023-08-05 14:38:24.500000,10.914855279650194,38.40833333333333,253
2924,3033,302,Inbound,302Inbound,Kimironko,2023-08-05 14:06:00.000000,CBD,2023-08-05 14:44:24.500000,10.914855279650194,38.40833333333333,253
2925,3034,302,Inbound,302Inbound,Kimironko,2023-08-05 14:12:00.000000,CBD,2023-08-05 14:50:24.500000,10.914855279650194,38.40833333333333,253
2926,3035,302,Inbound,302Inbound,Kimironko,2023-08-05 14:18:00.000000,CBD,2023-08-05 14:56:24.500000,10.914855279650194,38.40833333333333,253
2927,3036,302,Inbound,302Inbound,Kimironko,2023-08-05 14:24:00.000000,CBD,2023-08-05 15:02:24.500000,10.914855279650194,38.40833333333333,253
2928,3037,302,Inbound,302Inbound,Kimironko,2023-08-05 14:30:00.000000,CBD,2023-08-05 15:08:24.500000,10.914855279650194,38.40833333333333,253
2929,3038,302,Inbound,302Inbound,Kimironko,2023-08-05 14:36:00.000000,CBD,2023-08-05 15:14:24.500000,10.914855279650194,38.40833333333333,253
2930,3039,302,Inbound,302Inbound,Kimironko,2023-08-05 14:42:00.000000,CBD,2023-08-05 15:20:24.500000,10.914855279650194,38.40833333333333,253
2931,3040,302,Inbound,302Inbound,Kimironko,2023-08-05 14:48:00.000000,CBD,2023-08-05 15:26:24.500000,10.914855279650194,38.40833333333333,253
2932,3041,302,Inbound,302Inbound,Kimironko,2023-08-05 14:54:00.000000,CBD,2023-08-05 15:32:24.500000,10.914855279650194,38.40833333333333,253
2933,3042,302,Inbound,302Inbound,Kimironko,2023-08-05 15:00:00.000000,CBD,2023-08-05 15:38:24.500000,10.914855279650194,38.40833333333333,253
2934,3043,302,Inbound,302Inbound,Kimironko,2023-08-05 15:06:00.000000,CBD,2023-08-05 15:44:24.500000,10.914855279650194,38.40833333333333,253
2935,3044,302,Inbound,302Inbound,Kimironko,2023-08-05 15:12:00.000000,CBD,2023-08-05 15:50:24.500000,10.914855279650194,38.40833333333333,253
2936,3045,302,Inbound,302Inbound,Kimironko,2023-08-05 15:18:00.000000,CBD,2023-08-05 15:56:24.500000,10.914855279650194,38.40833333333333,253
2937,3046,302,Inbound,302Inbound,Kimironko,2023-08-05 15:24:00.000000,CBD,2023-08-05 16:02:24.500000,10.914855279650194,38.40833333333333,253
2938,3047,302,Inbound,302Inbound,Kimironko,2023-08-05 15:30:00.000000,CBD,2023-08-05 16:08:24.500000,10.914855279650194,38.40833333333333,253
2939,3048,302,Inbound,302Inbound,Kimironko,2023-08-05 15:36:00.000000,CBD,2023-08-05 16:14:24.500000,10.914855279650194,38.40833333333333,253
2940,3049,302,Inbound,302Inbound,Kimironko,2023-08-05 15:42:00.000000,CBD,2023-08-05 16:20:24.500000,10.914855279650194,38.40833333333333,253
2941,3050,302,Inbound,302Inbound,Kimironko,2023-08-05 15:48:00.000000,CBD,2023-08-05 16:26:24.500000,10.914855279650194,38.40833333333333,253
2942,3051,302,Inbound,302Inbound,Kimironko,2023-08-05 15:54:00.000000,CBD,2023-08-05 16:32:24.500000,10.914855279650194,38.40833333333333,253
2943,3052,302,Inbound,302Inbound,Kimironko,2023-08-05 16:00:00.000000,CBD,2023-08-05 16:38:24.500000,10.914855279650194,38.40833333333333,253
2944,3053,302,Inbound,302Inbound,Kimironko,2023-08-05 16:06:00.000000,CBD,2023-08-05 16:44:24.500000,10.914855279650194,38.40833333333333,253
2945,3054,302,Inbound,302Inbound,Kimironko,2023-08-05 16:12:00.000000,CBD,2023-08-05 16:50:24.500000,10.914855279650194,38.40833333333333,253
2946,3055,302,Inbound,302Inbound,Kimironko,2023-08-05 16:18:00.000000,CBD,2023-08-05 16:56:24.500000,10.914855279650194,38.40833333333333,253
2947,3056,302,Inbound,302Inbound,Kimironko,2023-08-05 16:24:00.000000,CBD,2023-08-05 17:02:24.500000,10.914855279650194,38.40833333333333,253
2948,3057,302,Inbound,302Inbound,Kimironko,2023-08-05 16:30:00.000000,CBD,2023-08-05 17:08:24.500000,10.914855279650194,38.40833333333333,253
2949,3058,302,Inbound,302Inbound,Kimironko,2023-08-05 16:36:00.000000,CBD,2023-08-05 17:14:24.500000,10.914855279650194,38.40833333333333,253
2950,3059,302,Inbound,302Inbound,Kimironko,2023-08-05 16:42:00.000000,CBD,2023-08-05 17:20:24.500000,10.914855279650194,38.40833333333333,253
2951,3060,302,Inbound,302Inbound,Kimironko,2023-08-05 16:48:00.000000,CBD,2023-08-05 17:26:24.500000,10.914855279650194,38.40833333333333,253
2952,3061,302,Inbound,302Inbound,Kimironko,2023-08-05 16:54:00.000000,CBD,2023-08-05 17:32:24.500000,10.914855279650194,38.40833333333333,253
2953,3062,302,Inbound,302Inbound,Kimironko,2023-08-05 17:00:00.000000,CBD,2023-08-05 17:38:24.500000,10.914855279650194,38.40833333333333,253
2954,3063,302,Inbound,302Inbound,Kimironko,2023-08-05 17:06:00.000000,CBD,2023-08-05 17:44:24.500000,10.914855279650194,38.40833333333333,253
2955,3064,302,Inbound,302Inbound,Kimironko,2023-08-05 17:12:00.000000,CBD,2023-08-05 17:50:24.500000,10.914855279650194,38.40833333333333,253
2956,3065,302,Inbound,302Inbound,Kimironko,2023-08-05 17:18:00.000000,CBD,2023-08-05 17:56:24.500000,10.914855279650194,38.40833333333333,253
2957,3066,302,Inbound,302Inbound,Kimironko,2023-08-05 17:24:00.000000,CBD,2023-08-05 18:02:24.500000,10.914855279650194,38.40833333333333,253
2958,3067,302,Inbound,302Inbound,Kimironko,2023-08-05 17:30:00.000000,CBD,2023-08-05 18:08:24.500000,10.914855279650194,38.40833333333333,253
2959,3068,302,Inbound,302Inbound,Kimironko,2023-08-05 17:36:00.000000,CBD,2023-08-05 18:14:24.500000,10.914855279650194,38.40833333333333,253
2960,3069,302,Inbound,302Inbound,Kimironko,2023-08-05 17:42:00.000000,CBD,2023-08-05 18:20:24.500000,10.914855279650194,38.40833333333333,253
2961,3070,302,Inbound,302Inbound,Kimironko,2023-08-05 17:48:00.000000,CBD,2023-08-05 18:26:24.500000,10.914855279650194,38.40833333333333,253
2962,3071,302,Inbound,302Inbound,Kimironko,2023-08-05 17:54:00.000000,CBD,2023-08-05 18:32:24.500000,10.914855279650194,38.40833333333333,253
2963,3072,302,Inbound,302Inbound,Kimironko,2023-08-05 18:00:00.000000,CBD,2023-08-05 18:38:24.500000,10.914855279650194,38.40833333333333,253
2964,3073,302,Inbound,302Inbound,Kimironko,2023-08-05 18:06:00.000000,CBD,2023-08-05 18:44:24.500000,10.914855279650194,38.40833333333333,253
2965,3074,302,Inbound,302Inbound,Kimironko,2023-08-05 18:12:00.000000,CBD,2023-08-05 18:50:24.500000,10.914855279650194,38.40833333333333,253
2966,3075,302,Inbound,302Inbound,Kimironko,2023-08-05 18:18:00.000000,CBD,2023-08-05 18:56:24.500000,10.914855279650194,38.40833333333333,253
2967,3076,302,Inbound,302Inbound,Kimironko,2023-08-05 18:24:00.000000,CBD,2023-08-05 19:02:24.500000,10.914855279650194,38.40833333333333,253
2968,3077,302,Inbound,302Inbound,Kimironko,2023-08-05 18:30:00.000000,CBD,2023-08-05 19:08:24.500000,10.914855279650194,38.40833333333333,253
2969,3078,302,Inbound,302Inbound,Kimironko,2023-08-05 18:36:00.000000,CBD,2023-08-05 19:14:24.500000,10.914855279650194,38.40833333333333,253
2970,3079,302,Inbound,302Inbound,Kimironko,2023-08-05 18:42:00.000000,CBD,2023-08-05 19:20:24.500000,10.914855279650194,38.40833333333333,253
2971,3080,302,Inbound,302Inbound,Kimironko,2023-08-05 18:48:00.000000,CBD,2023-08-05 19:26:24.500000,10.914855279650194,38.40833333333333,253
2972,3081,302,Inbound,302Inbound,Kimironko,2023-08-05 18:54:00.000000,CBD,2023-08-05 19:32:24.500000,10.914855279650194,38.40833333333333,253
2973,3082,302,Inbound,302Inbound,Kimironko,2023-08-05 19:00:00.000000,CBD,2023-08-05 19:38:24.500000,10.914855279650194,38.40833333333333,253
2974,3083,302,Inbound,302Inbound,Kimironko,2023-08-05 19:06:00.000000,CBD,2023-08-05 19:44:24.500000,10.914855279650194,38.40833333333333,253
2975,3084,302,Inbound,302Inbound,Kimironko,2023-08-05 19:12:00.000000,CBD,2023-08-05 19:50:24.500000,10.914855279650194,38.40833333333333,253
2976,3085,302,Inbound,302Inbound,Kimironko,2023-08-05 19:18:00.000000,CBD,2023-08-05 19:56:24.500000,10.914855279650194,38.40833333333333,253
2977,3086,302,Inbound,302Inbound,Kimironko,2023-08-05 19:24:00.000000,CBD,2023-08-05 20:02:24.500000,10.914855279650194,38.40833333333333,253
2978,3087,302,Inbound,302Inbound,Kimironko,2023-08-05 19:30:00.000000,CBD,2023-08-05 20:08:24.500000,10.914855279650194,38.40833333333333,253
2979,3088,302,Inbound,302Inbound,Kimironko,2023-08-05 19:36:00.000000,CBD,2023-08-05 20:14:24.500000,10.914855279650194,38.40833333333333,253
2980,3089,302,Inbound,302Inbound,Kimironko,2023-08-05 19:42:00.000000,CBD,2023-08-05 20:20:24.500000,10.914855279650194,38.40833333333333,253
2981,3090,302,Inbound,302Inbound,Kimironko,2023-08-05 19:48:00.000000,CBD,2023-08-05 20:26:24.500000,10.914855279650194,38.40833333333333,253
2982,3091,302,Inbound,302Inbound,Kimironko,2023-08-05 19:54:00.000000,CBD,2023-08-05 20:32:24.500000,10.914855279650194,38.40833333333333,253
2983,3092,302,Inbound,302Inbound,Kimironko,2023-08-05 20:00:00.000000,CBD,2023-08-05 20:38:24.500000,10.914855279650194,38.40833333333333,253
2984,3093,302,Inbound,302Inbound,Kimironko,2023-08-05 20:06:00.000000,CBD,2023-08-05 20:44:24.500000,10.914855279650194,38.40833333333333,253
2985,3094,302,Inbound,302Inbound,Kimironko,2023-08-05 20:12:00.000000,CBD,2023-08-05 20:50:24.500000,10.914855279650194,38.40833333333333,253
2986,3095,302,Inbound,302Inbound,Kimironko,2023-08-05 20:18:00.000000,CBD,2023-08-05 20:56:24.500000,10.914855279650194,38.40833333333333,253
2987,3096,302,Inbound,302Inbound,Kimironko,2023-08-05 20:24:00.000000,CBD,2023-08-05 21:02:24.500000,10.914855279650194,38.40833333333333,253
2988,3097,302,Inbound,302Inbound,Kimironko,2023-08-05 20:30:00.000000,CBD,2023-08-05 21:08:24.500000,10.914855279650194,38.40833333333333,253
2989,3098,302,Inbound,302Inbound,Kimironko,2023-08-05 20:36:00.000000,CBD,2023-08-05 21:14:24.500000,10.914855279650194,38.40833333333333,253
2990,3099,302,Inbound,302Inbound,Kimironko,2023-08-05 20:42:00.000000,CBD,2023-08-05 21:20:24.500000,10.914855279650194,38.40833333333333,253
2991,3100,302,Inbound,302Inbound,Kimironko,2023-08-05 20:48:00.000000,CBD,2023-08-05 21:26:24.500000,10.914855279650194,38.40833333333333,253
2992,3101,302,Inbound,302Inbound,Kimironko,2023-08-05 20:54:00.000000,CBD,2023-08-05 21:32:24.500000,10.914855279650194,38.40833333333333,253
2993,3102,302,Inbound,302Inbound,Kimironko,2023-08-05 21:00:00.000000,CBD,2023-08-05 21:38:24.500000,10.914855279650194,38.40833333333333,253
2994,3103,302,Inbound,302Inbound,Kimironko,2023-08-05 21:06:00.000000,CBD,2023-08-05 21:44:24.500000,10.914855279650194,38.40833333333333,253
2995,3104,302,Inbound,302Inbound,Kimironko,2023-08-05 21:12:00.000000,CBD,2023-08-05 21:50:24.500000,10.914855279650194,38.40833333333333,253
2996,3105,302,Inbound,302Inbound,Kimironko,2023-08-05 21:18:00.000000,CBD,2023-08-05 21:56:24.500000,10.914855279650194,38.40833333333333,253
2997,3106,302,Inbound,302Inbound,Kimironko,2023-08-05 21:24:00.000000,CBD,2023-08-05 22:02:24.500000,10.914855279650194,38.40833333333333,253
2998,3107,302,Inbound,302Inbound,Kimironko,2023-08-05 21:30:00.000000,CBD,2023-08-05 22:08:24.500000,10.914855279650194,38.40833333333333,253
2999,3108,302,Inbound,302Inbound,Kimironko,2023-08-05 21:36:00.000000,CBD,2023-08-05 22:14:24.500000,10.914855279650194,38.40833333333333,253
3000,3109,302,Inbound,302Inbound,Kimironko,2023-08-05 21:42:00.000000,CBD,2023-08-05 22:20:24.500000,10.914855279650194,38.40833333333333,253
3001,3110,302,Inbound,302Inbound,Kimironko,2023-08-05 21:48:00.000000,CBD,2023-08-05 22:26:24.500000,10.914855279650194,38.40833333333333,253
3002,3111,302,Inbound,302Inbound,Kimironko,2023-08-05 21:54:00.000000,CBD,2023-08-05 22:32:24.500000,10.914855279650194,38.40833333333333,253
3003,3112,302,Inbound,302Inbound,Kimironko,2023-08-05 22:00:00.000000,CBD,2023-08-05 22:38:24.500000,10.914855279650194,38.40833333333333,253
3004,3113,302,Inbound,302Inbound,Kimironko,2023-08-05 22:06:00.000000,CBD,2023-08-05 22:44:24.500000,10.914855279650194,38.40833333333333,253
